0	0.463135	0.285767	0.155884	0.0952148	
1	0.390991	0.295654	0.173462	0.139893	
2	0.305664	0.312012	0.185303	0.197021	
3	0.304443	0.295898	0.199341	0.200317	
4	0.31958	0.312134	0.187012	0.181274	
5	0.346191	0.344238	0.1521	0.157471	
6	0.287354	0.295166	0.204956	0.212524	
7	0.306274	0.300049	0.197632	0.196045	
8	0.369019	0.377563	0.125732	0.127686	
9	0.3396	0.347168	0.15625	0.156982	
10	0.315308	0.302734	0.187744	0.194214	
11	0.293091	0.302612	0.201294	0.203003	
12	0.314697	0.317017	0.182617	0.185669	
13	0.347412	0.338013	0.151001	0.163574	
14	0.286011	0.295532	0.214111	0.204346	
15	0.299561	0.300171	0.203735	0.196533	
16	0.356934	0.269653	0.20752	0.165894	
17	0.339844	0.302124	0.186279	0.171753	
18	0.296021	0.288086	0.206177	0.209717	
19	0.292114	0.290894	0.206909	0.210083	
20	0.318359	0.312378	0.177979	0.191284	
21	0.321655	0.324097	0.174561	0.179688	
22	0.294922	0.282837	0.217407	0.204834	
23	0.293579	0.296631	0.207153	0.202637	
24	0.31665	0.310791	0.190063	0.182495	
25	0.314941	0.32666	0.177734	0.180664	
26	0.294434	0.294434	0.201538	0.209595	
27	0.289673	0.298584	0.210327	0.201416	
28	0.312256	0.305298	0.193604	0.188843	
29	0.329834	0.313721	0.175293	0.181152	
30	0.284424	0.286377	0.215942	0.213257	
31	0.292847	0.296021	0.199829	0.211304	
32	0.394653	0.265015	0.198608	0.141724	
33	0.338745	0.284546	0.201416	0.175293	
34	0.294067	0.287842	0.21106	0.207031	
35	0.282227	0.282349	0.218872	0.216553	
36	0.303589	0.295166	0.210083	0.191162	
37	0.314331	0.311523	0.18396	0.190186	
38	0.273682	0.283447	0.219482	0.223389	
39	0.283813	0.284302	0.214844	0.217041	
40	0.348389	0.297607	0.191772	0.162231	
41	0.321167	0.302734	0.197144	0.178955	
42	0.286255	0.297119	0.204346	0.21228	
43	0.279907	0.286499	0.223755	0.209839	
44	0.306519	0.300415	0.200684	0.192383	
45	0.319946	0.306396	0.188477	0.185181	
46	0.279297	0.27417	0.226562	0.219971	
47	0.280273	0.28833	0.213745	0.217651	
48	0.331787	0.257812	0.220703	0.189697	
49	0.314697	0.293945	0.199829	0.191528	
50	0.273682	0.288696	0.220093	0.217529	
51	0.281616	0.276733	0.219482	0.222168	
52	0.291382	0.307007	0.206787	0.194824	
53	0.30542	0.304321	0.187866	0.202393	
54	0.282471	0.275513	0.22522	0.216797	
55	0.282349	0.288818	0.219849	0.208984	
56	0.307861	0.297119	0.200684	0.194336	
57	0.313965	0.297974	0.198242	0.189819	
58	0.270508	0.289429	0.226929	0.213135	
59	0.276611	0.283325	0.213989	0.226074	
60	0.301758	0.295044	0.19751	0.205688	
61	0.30542	0.305176	0.194458	0.194946	
62	0.278564	0.292114	0.222412	0.206909	
63	0.28186	0.280762	0.215088	0.22229	
64	0.466553	0.281738	0.158203	0.0935059	
65	0.385986	0.297363	0.177002	0.139648	
66	0.30896	0.313354	0.190063	0.187622	
67	0.303223	0.306519	0.196167	0.194092	
68	0.315796	0.313232	0.191528	0.179443	
69	0.338013	0.348389	0.155884	0.157715	
70	0.29248	0.278564	0.21582	0.213135	
71	0.300049	0.303101	0.196533	0.200317	
72	0.370361	0.385498	0.123169	0.120972	
73	0.34668	0.343262	0.147217	0.162842	
74	0.306274	0.313232	0.192017	0.188477	
75	0.30603	0.292358	0.20166	0.199951	
76	0.317383	0.317505	0.18042	0.184692	
77	0.344482	0.338379	0.156982	0.160156	
78	0.285034	0.289062	0.213989	0.211914	
79	0.298706	0.303345	0.203979	0.19397	
80	0.368774	0.286011	0.197266	0.147949	
81	0.337646	0.296753	0.194092	0.171509	
82	0.293335	0.293701	0.210693	0.202271	
83	0.294067	0.291138	0.210815	0.203979	
84	0.310669	0.313232	0.18689	0.189209	
85	0.319824	0.32019	0.178467	0.181519	
86	0.285889	0.287231	0.217407	0.209473	
87	0.288208	0.299438	0.213135	0.199219	
88	0.320435	0.323853	0.178101	0.177612	
89	0.327393	0.321045	0.172607	0.178955	
90	0.293335	0.305786	0.197266	0.203613	
91	0.292725	0.290771	0.205811	0.210693	
92	0.312744	0.309937	0.194458	0.182861	
93	0.31604	0.324585	0.178467	0.180908	
94	0.292603	0.293823	0.206543	0.207031	
95	0.288574	0.296387	0.213379	0.20166	
96	0.384155	0.254761	0.206543	0.154541	
97	0.325562	0.28064	0.216064	0.177734	
98	0.284546	0.291138	0.212158	0.212158	
99	0.286621	0.285645	0.21582	0.211914	
100	0.30542	0.29541	0.193481	0.205688	
101	0.311401	0.317139	0.190552	0.180908	
102	0.280518	0.28186	0.212524	0.225098	
103	0.289917	0.289062	0.207275	0.213745	
104	0.341187	0.310791	0.182007	0.166016	
105	0.31897	0.30188	0.194336	0.184814	
106	0.288452	0.290161	0.210449	0.210938	
107	0.300171	0.285645	0.203003	0.211182	
108	0.29541	0.299561	0.206299	0.19873	
109	0.310669	0.310425	0.194214	0.184692	
110	0.289917	0.274902	0.220947	0.214233	
111	0.280396	0.290405	0.211304	0.217896	
112	0.346802	0.279541	0.206055	0.167603	
113	0.31958	0.289307	0.200806	0.190308	
114	0.288452	0.281616	0.213867	0.216064	
115	0.274536	0.290527	0.210449	0.224487	
116	0.294067	0.309937	0.200928	0.195068	
117	0.302856	0.305786	0.200195	0.191162	
118	0.270996	0.285522	0.222778	0.220703	
119	0.28064	0.28479	0.209106	0.225464	
120	0.327271	0.301636	0.188965	0.182129	
121	0.307251	0.306396	0.196411	0.189941	
122	0.283569	0.294678	0.207153	0.2146	
123	0.283936	0.291016	0.210938	0.214111	
124	0.29187	0.294189	0.206421	0.20752	
125	0.302979	0.309082	0.192261	0.195679	
126	0.288086	0.277954	0.222534	0.211426	
127	0.287231	0.274536	0.217773	0.220459	
128	0.385498	0.239136	0.235596	0.139771	
129	0.33252	0.256226	0.230225	0.18103	
130	0.278198	0.275391	0.224731	0.22168	
131	0.278198	0.276855	0.226929	0.218018	
132	0.275757	0.286133	0.210693	0.227417	
133	0.294678	0.296997	0.203857	0.204468	
134	0.271729	0.271484	0.226685	0.230103	
135	0.280029	0.272949	0.228394	0.218628	
136	0.314087	0.30835	0.188599	0.188965	
137	0.306763	0.29541	0.195068	0.202759	
138	0.281982	0.280273	0.215332	0.222412	
139	0.272217	0.276489	0.224854	0.22644	
140	0.281372	0.277588	0.224121	0.216919	
141	0.30603	0.299561	0.192749	0.20166	
142	0.273804	0.266846	0.229492	0.229858	
143	0.279663	0.27356	0.223877	0.2229	
144	0.31604	0.242432	0.24292	0.198608	
145	0.290161	0.27832	0.230225	0.201294	
146	0.261475	0.270752	0.232422	0.235352	
147	0.27832	0.266724	0.22583	0.229126	
148	0.284058	0.280151	0.213623	0.222168	
149	0.283569	0.288208	0.211914	0.216309	
150	0.259033	0.274658	0.231079	0.235229	
151	0.270508	0.268311	0.235596	0.225586	
152	0.277344	0.27771	0.227051	0.217896	
153	0.277222	0.288086	0.216797	0.217896	
154	0.270508	0.266724	0.227173	0.235596	
155	0.266968	0.264404	0.22998	0.238647	
156	0.273682	0.283936	0.218384	0.223999	
157	0.291992	0.285034	0.211304	0.21167	
158	0.269775	0.27002	0.237305	0.2229	
159	0.268921	0.262451	0.234985	0.233643	
160	0.337769	0.237671	0.252075	0.172485	
161	0.309814	0.256226	0.233398	0.200562	
162	0.268433	0.265503	0.227661	0.238403	
163	0.27417	0.272339	0.235596	0.217896	
164	0.271851	0.277954	0.227905	0.22229	
165	0.285278	0.281128	0.214233	0.21936	
166	0.265137	0.27124	0.229858	0.233765	
167	0.266602	0.278931	0.228027	0.22644	
168	0.303711	0.273071	0.220947	0.202271	
169	0.284058	0.276245	0.22644	0.213257	
170	0.268555	0.278442	0.222534	0.230469	
171	0.259277	0.27356	0.234985	0.232178	
172	0.270142	0.275635	0.230957	0.223267	
173	0.288696	0.282837	0.211304	0.217163	
174	0.269043	0.265381	0.239014	0.226562	
175	0.264038	0.265747	0.235107	0.235107	
176	0.296143	0.252319	0.254395	0.197144	
177	0.285034	0.27356	0.228027	0.213379	
178	0.264038	0.271118	0.232056	0.232788	
179	0.263184	0.260498	0.241699	0.234619	
180	0.272095	0.275879	0.22937	0.222656	
181	0.275146	0.273071	0.217529	0.234253	
182	0.269043	0.260742	0.238403	0.231812	
183	0.268799	0.266235	0.235962	0.229004	
184	0.278931	0.259155	0.237427	0.224487	
185	0.276367	0.265869	0.234985	0.222778	
186	0.264893	0.261963	0.232666	0.240479	
